first_name,middle_name,last_name,email,do_not_call,p2ptext_optout,mobile_phone,home_phone,work_phone,best_phone,join_date,xdate,membership_status,memb_status_letter,membership_type,monthly_dues_status,yearly_dues_status,union_member,union_name,union_local,accomodations,race,student_yes_no,student_school_name,mailing_pref,actionkit_id,dsa_chapter,ydsa_chapter,congressional_district,address1,address2,city,state,zip,country,lat,lon
Barbara,C.,Maldonado,alan50@example.com,,,(839)866-3986,596-590-7363,,(839)866-3986,1982-10-05,2014-07-06,Lapsed,L,yearly,canceled_by_failure,never,"Yes, current union member",Teamsters,739,,Jewish,"Yes, high school student",Wayne Memorial High School,Yes,643573,Maine,,ME_01,1316 Main Street,,Wilton,Maine,04294,,44.616257,-70.194626
Jenny,R.,Lee,kathy02@example.com,True,TRUE,(269)444-5647,,,(269)444-5647,1999-05-23,2019-11-13,Lapsed,L,income-based,canceled_by_admin,never,"No, but former union member",,,,Black / of African Descent,,,Membership card only,671363,Maine,,ME_01,971 Pequawket Trail,,West Baldwin,Maine,04091,,43.83313,-70.777839
Bradley,,Smith,umccoy@example.com,,,244-974-1255,(897)721-9457,,244-974-1255,2000-10-29,2002-05-08,Lapsed,L,yearly,canceled_by_admin,canceled_by_user,,,,,Pacific Islander,"Yes, college student",ENDEAVOR ACADEMY,Yes,779140,Maine,,ME_01,8 King Row,,Deer Isle,Maine,04627,,44.224044,-68.677597
Michael,,Morse,joehawkins@example.net,,,(847)796-1523,384-905-3791,,(847)796-1523,2003-09-14,2006-09-15,Lapsed,L,monthly,past_due,never,"No, but former union member",,,,Jewish,"Yes, high school student",Forest City Middle School,Membership card only,996639,Maine,,ME_01,4 Portland Avenue,,Old Orchard Beach,Maine,04064,,43.517684,-70.377731
Luis,N.,Prince,brittany40@example.com,,TRUE,(650)567-8682,,,(650)567-8682,2012-06-14,2020-01-22,Lapsed,L,income-based,canceled_by_processor,,"No, not a union member",,,,White / of European Descent,No,,Membership card only,972620,Maine,,ME_01,3 Forest Street,,Jackman,Maine,04945,,45.623936,-70.254512
Trevor,,Gonzalez,audrey21@example.net,,,,,,,1995-11-28,2022-12-08,Lapsed,L,monthly,past_due,canceled_by_processor,"Yes, current union member",USW,4742,,White / of European Descent,,,Membership card only,735179,Maine,,ME_02,1670 New Vineyard Road,,New Vineyard,Maine,04956,,44.804225,-70.121452
Corey,,Lara,charleslewis@example.org,,,867-755-1006,892-546-8489,,867-755-1006,1982-09-14,2008-04-09,Lapsed,L,one-time,past_due,,"Yes, current union member",Teamsters,1651,,Native American / Indigenous,,,Yes,454569,Maine,,ME_02,9 Pleasant Street,,Oakfield,Maine,04763,,46.098941,-68.150025
Steve,,Johnson,waltertheresa@example.org,,,5874832920,(687)923-6189,,5874832920,2003-01-31,2023-07-10,Member,M,monthly,canceled_by_admin,canceled_by_failure,Currently organizing my workplace,,,,Pacific Islander,,,Yes,782131,Maine,,ME_02,15 Palmyra Road,,Saint Albans,Maine,04971,,44.910061,-69.410048
Alexander,,Rosales,carla47@example.net,,,,,,,2015-10-16,2020-06-27,Lapsed,L,yearly,past_due,canceled_by_user,"No, but former union member",,,,Black / of African Descent,,,Membership card only,978859,Maine,,ME_01,338 Main Street,,Warren,Maine,04864,,44.12062,-69.240646
Brian,,Castillo,hessvanessa@example.com,,,,,,,1987-08-24,2017-08-13,Lapsed,L,monthly,lapsed,canceled_by_processor,"No, but former union member",,,,Asian,,,Membership card only,743396,Maine,,ME_02,2 Main Street,,Biddeford,Maine,04005,,43.492584,-70.453384
Nathan,,Brown,smithcraig@example.net,,TRUE,6699801472,4963224817,,6699801472,1995-04-30,2001-04-09,Lapsed,L,yearly,canceled_by_processor,never,"Yes, current union member",SEIU,4805,,Jewish,No,,No,917586,Maine,,ME_02,433 York Street,,York,Maine,03909,,43.13485,-70.642166
Derek,,Huber,walkermichelle@example.net,True,,6489581758,305-515-9755,,6489581758,2012-08-08,2021-09-12,Lapsed,L,monthly,canceled_by_processor,canceled_by_user,"Yes, current union member",NEA,1738,,Prefer Not to Say,"Yes, graduate student",Learning Post High (Alternative),Yes,968153,Maine,,ME_02,8 Old Corner Road,,Sherman,Maine,04776,,45.871366,-68.418045
Brandy,,Porter,michelle59@example.net,,,3038708562,(564)625-1454,,3038708562,2007-04-20,2017-02-22,Lapsed,L,annual,canceled_by_processor,,"Yes, current union member",LIUNA,2139,,Other,"Yes, high school student",SOUTHERN VALLEY JR/SR HIGH,No,147747,Maine,,ME_02,5 High Street,,Winthrop,Maine,04364,,44.305178,-69.977417
Brittany,,Craig,robert62@example.net,,TRUE,7995584342,718-874-1284,,7995584342,2007-08-13,2022-07-31,Lapsed,L,income-based,past_due,never,"Yes, retired union member",,2341,,Asian,"Yes, college student",Blue Hill Consolidated School,Yes,497288,Maine,,ME_02,1682 North Road,,Parsonsfield,Maine,04047,,43.733092,-70.843389
Donna,,Myers,fcoleman@example.org,True,,,3105526703,,3105526703,2020-02-24,2023-07-26,Member,M,income-based,canceled_by_failure,never,"Yes, current union member",SEIU,224,,Black / of African Descent,"Yes, college student",Loyalsock Twp SHS,Yes,459240,Maine,,ME_02,9 Old Main Street,,Eagle Lake,Maine,04739,,47.040182,-68.589706
Diana,,Benson,wnelson@example.com,,,,4092461474,,4092461474,2015-03-23,2018-08-15,Lapsed,L,annual,lapsed,never,Currently organizing my workplace,,,,White / of European Descent,"Yes, college student",Camden Elementary,Yes,389920,Maine,,ME_02,6 Dexter Road,,Garland,Maine,04939,,45.038395,-69.160321
Miranda,,Campbell,kristenbryan@example.org,,,(793)542-6401,(270)240-5627,,(793)542-6401,2009-11-30,2023-01-14,Member,M,annual,canceled_by_processor,canceled_by_processor,"Yes, current union member",USW,2418,,Hispanic / Latinx,No,,Yes,735163,Maine,,ME_01,18 School Road,,Charleston,Maine,04422,,45.085062,-69.040595
James,,Vaughn,ambermorgan@example.net,,,6705886640,(202)366-8039,,6705886640,2022-11-14,2024-11-10,Member in Good Standing,M,yearly,canceled_by_processor,active,Currently organizing my workplace,,,,Asian,"Yes, graduate student",Stockton High,Membership card only,684503,Maine,,ME_01,19 Green Road,,Mattawamkeag,Maine,04459,,45.51367,-68.354467
Chloe,,Hughes,woodarddaniel@example.net,,,715-496-9884,,,715-496-9884,1984-09-20,2015-02-14,Lapsed,L,monthly,canceled_by_admin,canceled_by_user,"Yes, current union member",SEIU,4181,,Black / of African Descent,No,,Yes,988448,Maine,,ME_01,303 King Street,,Oxford,Maine,04270,,44.131957,-70.493774
Nicole,,Armstrong,phillipsashley@example.org,,,(320)394-1448,(447)335-2120,,(320)394-1448,2018-10-28,2024-05-24,Member in Good Standing,M,annual,canceled_by_failure,canceled_by_user,"Yes, current union member",UAW,2463,,Hispanic / Latinx,"Yes, college student",Oak Harbor High School,Membership card only,564278,Maine,,ME_01,303 King Street,,Oxford,Maine,04270,,44.131957,-70.493774
Crystal,,Carter,kkennedy@example.net,,,,9834367568,,9834367568,2018-10-28,2020-01-12,Lapsed,L,monthly,lapsed,never,"No, but former union member",,,,Prefer Not to Say,"Yes, college student",Holland Hill School,Yes,956854,Maine,,ME_02,70226 Kara Way,Suite 876,South Jacob,WV,03908,US,,
Bobby,,Dunn,jennifer73@example.net,,,727-826-8087,6013472115,,727-826-8087,1982-08-23,2009-09-24,Lapsed,L,annual,canceled_by_failure,canceled_by_admin,"Yes, current union member",USW,3242,,Pacific Islander,"Yes, graduate student",SEAFORD MIDDLE SCHOOL,Yes,655922,Maine,,ME_01,8 Pleasant Street,,Greenville,Maine,04441,,45.459491,-69.59061
Mary,,Caldwell,jstewart@example.org,True,,670-416-9459,,,670-416-9459,2008-08-18,2022-11-03,Lapsed,L,monthly,canceled_by_failure,,"Yes, current union member",USW,4781,,White / of European Descent,,,Membership card only,729200,Maine,,ME_01,397 Water Street,,Gardiner,Maine,04345,,44.230441,-69.775543
Robert,,Anderson,rodriguezjesus@example.org,,,,755-728-8110,,755-728-8110,2009-12-11,2016-06-10,Lapsed,L,annual,canceled_by_processor,canceled_by_user,Currently organizing my workplace,,,,Native American / Indigenous,,,No,69587,Maine,,ME_02,1 Falmouth Road,,Falmouth,Maine,04105,,43.729525,-70.241993
Brandy,,Dyer,khoover@example.com,,,9148889129,,,9148889129,1984-06-19,1999-10-17,Lapsed,L,monthly,canceled_by_admin,canceled_by_failure,"Yes, retired union member",UFCW,330,,Prefer Not to Say,No,,No,185202,Maine,,ME_01,277 US Route 2 East,,Wilton,Maine,04294,,44.586643,-70.210256
Laura,,Nguyen,bethcoleman@example.org,,,,,,,2001-09-11,2022-05-02,Lapsed,L,one-time,canceled_by_failure,never,"No, not a union member",,,,West Asian / Middle Eastern,,,Yes,160884,Maine,,ME_02,11 Cherry Hill,,Monticello,Maine,04760,,46.308382,-67.842521
Ronnie,,Myers,obriengregory@example.org,True,TRUE,(904)503-8572,945-794-6611,,(904)503-8572,2021-09-24,2023-12-26,Member,M,one-time,canceled_by_processor,canceled_by_user,"Yes, retired union member",NEA,1102,,Pacific Islander,"Yes, college student",Hernandez Middle School,Membership card only,509934,Maine,,ME_02,1201 Maine Street,,Poland,Maine,04274,,44.060946,-70.394211
Charles,,Ferguson,msanchez@example.org,,,3713810789,,,3713810789,1997-02-01,1998-11-01,Lapsed,L,one-time,past_due,,"Yes, current union member",,726,,Black / of African Descent,,,No,737192,Maine,,ME_02,81309 Torres Vista,Suite 851,Johnnyberg,PW,04563,US,,
Mark,Samuel,Garcia,jabbott@example.net,,,358-388-4834,,,358-388-4834,1987-07-24,2011-05-23,Lapsed,L,one-time,canceled_by_admin,,"No, but former union member",,,,West Asian / Middle Eastern,,,No,44630,Maine,,ME_01,60 Cemetary Road,,Vienna,Maine,04360,,44.533717,-69.98497
Christopher,,Simmons,jsmith@example.org,,,,,,,1997-10-21,2008-07-03,Lapsed,L,yearly,past_due,canceled_by_processor,,,,,White / of European Descent,"Yes, high school student",HENRY SENIOR HIGH,No,562678,Maine,,ME_02,12 Old Windsor Road,,China,Maine,04358,,44.395625,-69.571154
Paul,,Moore,johnathan28@example.net,,,,(373)279-1951,,(373)279-1951,2006-05-15,2007-08-08,Lapsed,L,annual,lapsed,canceled_by_processor,"Yes, current union member",LIUNA,3502,,Other,,,Yes,473674,Maine,,ME_01,2 School Street,,Gorham,Maine,04038,,43.679697,-70.442963
Dylan,,Poole,sarah72@example.net,,,,4627956152,,4627956152,1990-06-29,1999-03-09,Lapsed,L,income-based,canceled_by_processor,canceled_by_failure,Currently organizing my workplace,,,,Black / of African Descent,No,,No,834348,Maine,,ME_02,26 Railroad Street,,Clinton,Maine,04927,,44.637843,-69.5031
Dakota,,Robinson,courtney08@example.net,,,,661-784-4690,,661-784-4690,1985-12-31,2017-01-15,Lapsed,L,annual,past_due,,"Yes, retired union member",AFSCME,4054,,Hispanic / Latinx,"Yes, graduate student",JOHNSON CROSSING ACADEMIC CENTER (5-6),Membership card only,167343,Maine,,ME_01,9 Ellies Lane,,Smithfield,Maine,04978,,44.629919,-69.827694
Kayla,,Shaw,jonesholly@example.net,,,373-997-9661,2577756298,,373-997-9661,2002-04-21,2016-12-19,Lapsed,L,one-time,canceled_by_admin,never,"No, not a union member",,,,Black / of African Descent,,,Membership card only,74359,Maine,,ME_02,12 Water Street,,Guilford,Maine,04443,,45.168968,-69.384842
Kyle,,Holloway,kmorse@example.com,,TRUE,2605447196,9802349443,,2605447196,2005-08-06,2022-11-21,Lapsed,L,annual,canceled_by_admin,canceled_by_admin,Currently organizing my workplace,,,,Jewish,"Yes, high school student",Math Civics and Sciences CS,Membership card only,729734,Maine,,ME_01,12 Shipyard Lane,,Harrington,Maine,04643,,44.61931,-67.810364
Anita,Luke,Warren,dayangel@example.com,,,7168777428,,,7168777428,1986-02-07,1997-02-06,Lapsed,L,monthly,lapsed,,"No, but former union member",,,,Jewish,"Yes, high school student",Ygnacio Valley Elementary,Yes,25131,Maine,,ME_01,247 Sinclair Road,,Sinclair,Maine,04779,,47.166707,-68.269483
Michael,,Schultz,jaredayala@example.org,,,4202368126,,,4202368126,2001-12-11,2004-10-30,Lapsed,L,yearly,lapsed,never,"No, not a union member",,,,Pacific Islander,No,,Yes,45864,Maine,,ME_01,29 Church Street,,Livermore Falls,Maine,04254,,44.475343,-70.188114
Whitney,,Wiley,kellybeard@example.org,,,7122113140,,,7122113140,2013-08-29,2022-12-25,Lapsed,L,one-time,canceled_by_failure,canceled_by_processor,"Yes, current union member",,2354,,Jewish,No,,Yes,344307,Maine,,ME_01,6 Fearon Lane,,Windham,Maine,04062,,43.826618,-70.438878
Danielle,,Hicks,zpeterson@example.com,,,,(487)717-6896,,(487)717-6896,1993-11-05,2003-08-11,Lapsed,L,monthly,canceled_by_admin,canceled_by_user,Currently organizing my workplace,,,,Other,"Yes, graduate student",Carlton M. Viveiros Elementary School,Yes,689710,Maine,,ME_01,4 Congo Avenue,,Thomaston,Maine,04861,,44.07897,-69.18171
Jennifer,,Choi,willie38@example.org,,,,(278)652-1804,,(278)652-1804,2005-01-31,2007-05-30,Lapsed,L,monthly,canceled_by_processor,canceled_by_processor,"No, but former union member",,,,Pacific Islander,"Yes, graduate student",Futuro Academy Elementary,Yes,179719,Maine,,ME_02,1217 Oxbow Road,,Oxbow,Maine,04764,,46.418655,-68.490042
Michael,,Bailey,gmoore@example.net,,TRUE,(761)214-4264,,,(761)214-4264,1992-12-08,2011-10-08,Lapsed,L,yearly,past_due,canceled_by_failure,"No, not a union member",,,,Asian,"Yes, graduate student",Upton Elementary,Membership card only,379962,Maine,,ME_02,382 Main Street,,Damariscotta,Maine,04543,,44.032857,-69.518659
Carlos,,Wheeler,fwilliams@example.org,,TRUE,(235)333-0393,9017181636,,(235)333-0393,2012-05-21,2015-01-12,Lapsed,L,income-based,canceled_by_failure,canceled_by_admin,"Yes, current union member",AFT,1664,,Prefer Not to Say,"Yes, high school student",CREEKSIDE ELEM,Yes,399887,Maine,,ME_01,2760 Lee Road,,Lee,Maine,04455,,45.360348,-68.286896
Benjamin,,Watson,mariagarcia@example.com,,,,,,,2018-08-07,2023-11-22,Member,M,income-based,canceled_by_failure,canceled_by_admin,"Yes, retired union member",IBEW,1949,,Prefer Not to Say,No,,Membership card only,943593,Maine,,ME_02,704 Megquier Hill Road,,Poland,Maine,04274,,44.069605,-70.468073
Jessica,,Howell,mary27@example.com,,TRUE,6113370892,,,6113370892,2000-01-08,2009-08-28,Lapsed,L,annual,canceled_by_admin,canceled_by_processor,Currently organizing my workplace,,,,Jewish,No,,Membership card only,571370,Maine,,ME_02,40588 Paula Parks,Suite 805,Markport,FM,04666,US,,
Ashley,,Lewis,mhicks@example.com,True,,222-960-3868,407-931-1072,,222-960-3868,2009-12-03,2015-08-31,Lapsed,L,monthly,canceled_by_processor,canceled_by_processor,"Yes, retired union member",AFT,1113,,West Asian / Middle Eastern,"Yes, graduate student",Paul Revere,Membership card only,535352,Maine,,ME_02,170 Main Street,,Caratunk,Maine,04925,,45.233951,-69.991622
Karen,,Decker,carolyn89@example.net,,TRUE,(311)715-6809,,,(311)715-6809,2010-02-14,2011-05-12,Lapsed,L,income-based,canceled_by_admin,never,"Yes, current union member",USW,4701,,Prefer Not to Say,,,Yes,111307,Maine,,ME_01,153 Maine Highway 1,,Whiting,Maine,04691,,44.791094,-67.175903
Elizabeth,D.,Campbell,zreilly@example.org,,,9037465685,(835)533-7623,,9037465685,2011-06-29,2016-10-22,Lapsed,L,yearly,canceled_by_admin,canceled_by_processor,Currently organizing my workplace,,,,Hispanic / Latinx,"Yes, graduate student",Prieto Math-Science Elem Sch,Yes,963019,Maine,,ME_02,806 North Bend Road,,Surry,Maine,04684,,44.49591,-68.501687
Patrick,,May,jeffrey63@example.org,,,,6496802960,,6496802960,2005-08-20,2013-07-16,Lapsed,L,one-time,canceled_by_failure,canceled_by_user,"No, but former union member",,,,Native American / Indigenous,"Yes, graduate student",Fairfield Magnet School,Membership card only,497662,Maine,,ME_02,974 Meadow Road,,Casco,Maine,04015,,44.006645,-70.5233
Matthew,,Baker,sarah92@example.net,,,7979027909,9383649116,,7979027909,2011-05-12,2023-02-11,Member,M,one-time,past_due,canceled_by_user,Currently organizing my workplace,,,,Black / of African Descent,"Yes, graduate student",Keith Bovenschen School,Membership card only,7345,Maine,,ME_01,22 Cross Road,,Washburn,Maine,04786,,46.755953,-68.10227
Carolyn,,Alvarez,jeffersonjoshua@example.com,,,,(753)788-6888,,(753)788-6888,2017-12-17,2020-05-07,Lapsed,L,yearly,canceled_by_processor,,"No, but former union member",,,,Black / of African Descent,"Yes, graduate student",Graham High,No,254573,Maine,,ME_02,18 School Road,,Charleston,Maine,04422,,45.085062,-69.040595
Kristin,,Pace,jortega@example.net,,,273-518-1483,(672)849-0326,,273-518-1483,1993-04-12,2000-01-25,Lapsed,L,yearly,canceled_by_processor,canceled_by_admin,"No, but former union member",,,,Black / of African Descent,"Yes, high school student",Harbour View Elementary,No,174149,Maine,,ME_02,303 King Street,,Oxford,Maine,04270,,44.131957,-70.493774
Holly,,Nguyen,meganbrown@example.net,,,8925968168,(215)288-1836,,8925968168,1991-11-11,2008-07-14,Lapsed,L,income-based,canceled_by_processor,,"No, but former union member",,,,Pacific Islander,"Yes, graduate student",Opportunities for Learning - Baldwin Park,Membership card only,677782,Maine,,ME_02,971 Pequawket Trail,,West Baldwin,Maine,04091,,43.83313,-70.777839
Harry,E.,Gordon,iritter@example.net,,TRUE,,,,,2002-11-01,2099-11-01,Member in Good Standing,M,one-time,canceled_by_admin,never,"No, but former union member",,,,West Asian / Middle Eastern,"Yes, college student",Gunsaulus Elem Scholastic Academy,Membership card only,458431,Maine,,ME_02,61 Main Street,,Islesford,Maine,04646,,44.261756,-68.234335
Mary,,Clark,andrewwalter@example.net,,,545-775-9670,,,545-775-9670,1998-03-10,2015-02-26,Lapsed,L,monthly,past_due,canceled_by_failure,"No, not a union member",,,,Black / of African Descent,,,Yes,805215,Maine,,ME_02,114 Main Road,,Islesboro,Maine,04848,,44.290524,-68.9082389
Meghan,,Cole,lawrencesims@example.org,,,8517099276,7637009298,,8517099276,1985-03-09,2016-05-07,Lapsed,L,annual,canceled_by_admin,canceled_by_admin,Currently organizing my workplace,,,,Other,,,Yes,280606,Maine,,ME_02,12 Station Street,,Smyrna Mills,Maine,04780,,46.129496,-68.164192
Tyler,,Petty,elizabeth53@example.com,,,990-991-6599,787-283-6542,,990-991-6599,2006-03-11,2013-04-26,Lapsed,L,monthly,canceled_by_failure,canceled_by_processor,"Yes, current union member",LIUNA,728,,Native American / Indigenous,,,Yes,940912,Maine,,ME_01,23 Station Street,,Ashland,Maine,04732,,46.631522,-68.406372
Alexander,,Price,marvinwells@example.org,,,,,,,2018-11-04,2020-11-16,Lapsed,L,yearly,canceled_by_admin,canceled_by_admin,"No, not a union member",,,,West Asian / Middle Eastern,"Yes, college student",FOSSIL RIDGE HIGH SCHOOL,No,763733,Maine,,ME_01,42 Upland Lane,,Harpswell,Maine,04079,,43.807528,-69.934881
Manuel,,Gilbert,zhangdavid@example.com,,,252-504-4789,(617)302-1141,,252-504-4789,2003-06-17,2016-02-13,Lapsed,L,monthly,canceled_by_processor,canceled_by_admin,"No, not a union member",,,,White / of European Descent,No,,No,70654,Maine,,ME_01,1214 Long Plains Road,,Buxton,Maine,04098,,43.638063,-70.51918
Sean,,Alvarado,erin38@example.org,,,656-607-6344,,,656-607-6344,2014-08-15,2016-02-22,Lapsed,L,yearly,canceled_by_admin,canceled_by_failure,Currently organizing my workplace,,,,Asian,"Yes, graduate student",LINDSAY MS,Membership card only,860149,Maine,,ME_02,123 Main Street,,Stratton,Maine,04982,,45.141165,-70.440623
Maria,C.,Mccullough,eric15@example.com,,,,281-692-6555,,281-692-6555,1987-10-30,1989-12-19,Lapsed,L,annual,past_due,canceled_by_failure,"Yes, current union member",UFCW,5017,,Black / of African Descent,"Yes, college student",Whitman Middle,Yes,55943,Maine,,ME_02,117 Station Road,,New Sweden,Maine,04762,,46.941824,-68.120728
Chelsea,,Brown,danielsilva@example.org,,TRUE,(383)330-6616,4859217047,,(383)330-6616,2003-01-24,2021-08-07,Lapsed,L,one-time,canceled_by_processor,canceled_by_user,"Yes, current union member",UAW,1362,,Black / of African Descent,No,,No,138107,Maine,,ME_02,4 Bramhall Street,,Portland,Maine,04102,,43.651789,-70.276445
Theresa,,Brown,zimmermanjennifer@example.net,,,(894)950-0994,,,(894)950-0994,2023-07-28,2024-09-04,Member in Good Standing,M,monthly,canceled_by_failure,active,"Yes, retired union member",Teamsters,1063,,West Asian / Middle Eastern,,,Yes,89166,Maine,,ME_01,24 Depot Street,,Winn,Maine,04495,,45.485615,-68.372245
Christopher,,Herrera,adamrodgers@example.org,,,,,,,2013-11-28,2020-04-27,Lapsed,L,income-based,past_due,canceled_by_processor,"No, but former union member",,,,West Asian / Middle Eastern,"Yes, high school student",Cedar Grove Elementary,No,336801,Maine,,ME_02,344 Long Ridge Road,,Burlington,Maine,04417,,45.209226,-68.426688
Daniel,E.,Mckee,glendawallace@example.com,True,TRUE,(386)740-9401,,,(386)740-9401,1997-11-19,2010-05-17,Lapsed,L,annual,past_due,never,Currently organizing my workplace,,,,Asian,"Yes, graduate student",FARMINGTON PRESCHOOL ACADEMY EAST,Membership card only,403205,Maine,,ME_01,1479 Greenwood Road,,Greenwood,Maine,04255,,44.318444,-70.651016
Tiffany,T.,Green,francisashley@example.org,,,8727880246,,,8727880246,1983-03-04,2024-06-25,Member in Good Standing,M,income-based,canceled_by_admin,canceled_by_processor,"No, but former union member",,,,Pacific Islander,No,,Membership card only,55840,Maine,,ME_02,73b Highland Avenue,,Millinocket,Maine,04462,,45.657728,-68.709869
Andrea,T.,Cruz,joannamartin@example.org,,,415-896-1263,(954)501-3015,,415-896-1263,1998-03-04,2010-05-19,Lapsed,L,one-time,canceled_by_failure,canceled_by_failure,Currently organizing my workplace,,,,Native American / Indigenous,"Yes, high school student",Village Elementary School,Membership card only,19930,Maine,,ME_01,356 Joseph Views,Suite 064,West Vanessa,RI,04464,US,,
Samuel,Raymond,Wells,cannonnicole@example.com,,,(287)467-9341,,,(287)467-9341,1997-12-30,2002-11-23,Lapsed,L,one-time,canceled_by_failure,canceled_by_failure,"Yes, current union member",UAW,2438,,Black / of African Descent,"Yes, college student",Short Elementary,No,924387,Maine,,ME_02,97003 Brandon Common,Suite 968,New Tiffanytown,GU,04075,US,,
Justin,N.,Warren,vwillis@example.net,,,,(722)887-8403,,(722)887-8403,2006-05-25,2017-12-20,Lapsed,L,annual,canceled_by_processor,canceled_by_admin,"Yes, retired union member",SEIU,4106,,Native American / Indigenous,"Yes, graduate student",EAST MORICHES SCHOOL,Membership card only,98965,Maine,,ME_01,3 Bryant Road,,Freedom,Maine,04941,,44.53078,-69.298325
Jacob,,Mitchell,tanner32@example.org,,,7242302931,,,7242302931,1991-09-07,2012-10-21,Lapsed,L,one-time,canceled_by_failure,canceled_by_failure,"No, but former union member",,,,Hispanic / Latinx,"Yes, graduate student",NEWBURGH FREE ACADEMY,Yes,52352,Maine,,ME_02,2 Pleasant Street,,Brunswick,Maine,04011,,43.914524,-69.965328
Katherine,M.,Lane,susanhall@example.net,True,,358-740-1888,(472)375-8522,,358-740-1888,2008-12-14,2015-08-20,Lapsed,L,income-based,canceled_by_admin,canceled_by_processor,Currently organizing my workplace,,,,Pacific Islander,No,,No,728715,Maine,,ME_02,2760 Lee Road,,Lee,Maine,04455,,45.360348,-68.286896
Holly,,Williams,christopher48@example.net,,TRUE,,(863)471-8511,,(863)471-8511,2000-07-20,2008-04-30,Lapsed,L,annual,canceled_by_processor,,Currently organizing my workplace,,,,West Asian / Middle Eastern,"Yes, graduate student",Madison Rose Lane School,No,221779,Maine,,ME_02,9 Old Main Street,,Eagle Lake,Maine,04739,,47.040182,-68.589706
Samantha,,Watson,natashanicholson@example.org,True,TRUE,(403)587-9730,4162799590,,(403)587-9730,2020-09-04,2023-12-18,Member,M,income-based,canceled_by_failure,canceled_by_failure,Currently organizing my workplace,,,,Pacific Islander,No,,Yes,583325,Maine,,ME_01,2 North Palermo Road,,Palermo,Maine,04354,,44.40804,-69.472856
Joshua,G.,Lawrence,michael49@example.org,,,,(997)361-7091,,(997)361-7091,1993-11-17,2006-10-13,Lapsed,L,annual,canceled_by_processor,,"No, but former union member",,,,Black / of African Descent,"Yes, high school student",Locust Grove Middle,No,417055,Maine,,ME_01,5 Lopaus Point Road,,Bernard,Maine,04674,,44.241192,-68.355851
George,,Bates,justin99@example.com,,,9242168418,867-296-0271,,9242168418,2000-05-19,2015-07-31,Lapsed,L,income-based,canceled_by_admin,,"Yes, retired union member",AFSCME,3622,,Asian,"Yes, graduate student",Alice Birney Elementary,Yes,920864,Maine,,ME_01,681 Perham Road,,Perham,Maine,04766,,46.844208,-68.197257
David,,Holmes,gonzalezbridget@example.org,,,6825248227,,,6825248227,2016-02-05,2019-07-31,Lapsed,L,one-time,canceled_by_processor,canceled_by_admin,Currently organizing my workplace,,,,Prefer Not to Say,,,No,88202,Maine,,ME_01,4 Bramhall Street,,Portland,Maine,04102,,43.651789,-70.276445
Jamie,,Mcgrath,sandylevy@example.com,,,(479)412-4162,,,(479)412-4162,2000-01-17,2017-04-27,Lapsed,L,yearly,canceled_by_processor,canceled_by_admin,"Yes, retired union member",USW,4860,,Native American / Indigenous,No,,No,539698,Maine,,ME_02,8 Church Street,,East Boothbay,Maine,04544,,43.864411,-69.584086
Lisa,,Holloway,wkelley@example.com,,TRUE,(572)584-6603,802-991-7214,,(572)584-6603,2001-11-19,2009-05-01,Lapsed,L,annual,lapsed,canceled_by_admin,"Yes, retired union member",Teamsters,1183,,Prefer Not to Say,"Yes, college student",Suttons Bay Senior High School,No,213096,Maine,,ME_01,112 Center Road,,Easton,Maine,04740,,46.641153,-67.909469
Martin,Nicholas,Bates,gilbertadam@example.net,,,,(527)635-5774,,(527)635-5774,1985-09-10,1994-02-13,Lapsed,L,annual,canceled_by_failure,,"No, not a union member",,,,White / of European Descent,No,,Membership card only,504039,Maine,,ME_01,758 Johnson Mews,Apt. 942,New Robertbury,RI,04481,US,,
Heidi,,Moore,mcphersonmaria@example.org,,,2078911799,207-381-9648,,2078911799,2005-02-14,2015-04-07,Lapsed,L,yearly,canceled_by_processor,canceled_by_processor,"Yes, current union member",UFCW,5096,,White / of European Descent,"Yes, high school student",MARTIN H S,No,601024,Maine,,ME_02,1 High Street,,Sangerville,Maine,04479,,45.164776,-69.356436
Brenda,,Riley,richard34@example.net,,,,,,,2014-06-14,2017-11-02,Lapsed,L,monthly,past_due,never,"No, not a union member",,,,Other,,,Membership card only,725070,Maine,,ME_01,70 Main Street,,Buxton,Maine,04093,,43.612889,-70.545238
Joseph,,Hughes,frostdaniel@example.com,,,(763)406-1415,,,(763)406-1415,1997-11-03,2006-12-03,Lapsed,L,annual,canceled_by_failure,canceled_by_processor,"Yes, current union member",Teamsters,3132,,Asian,,,Yes,607442,Maine,,ME_01,40 Middle Road,,Woolwich,Maine,04579,,43.919164,-69.801636
Lynn,,Hines,cesarwilliams@example.com,,TRUE,9499882781,,,9499882781,1987-10-25,1998-11-12,Lapsed,L,annual,lapsed,canceled_by_admin,"Yes, current union member",LIUNA,56,,Hispanic / Latinx,"Yes, high school student",Holgate Elementary School,Membership card only,396270,Maine,,ME_02,8 Main Street,,Hiram,Maine,04041,,43.879088,-70.803452
Amanda,D.,Khan,tmaddox@example.net,,TRUE,(986)589-4963,219-955-3928,,(986)589-4963,2014-09-12,2023-11-07,Member,M,yearly,canceled_by_failure,never,"Yes, current union member",,5068,,Native American / Indigenous,"Yes, college student",Desert Harbor Elementary School,No,222134,Maine,,ME_01,16 Clark Point Road,,Southwest Harbor,Maine,04679,,44.279802,-68.325017
